name,composition,manufacturer,pack_size,mrp,is_symptomatic
Ambroxol 500mg,Ambroxol + Excipients,Pharma_69,21,20.08,False
Medicine_8147,Unknown Composition,Pharma_53,15,107.95,False
Medicine_1686,Unknown Composition,Pharma_28,20,20.33,False
Ambroxol Tablet,Ambroxol + Excipients,Pharma_8,13,441.76,False
Medicine_9753,Unknown Composition,Pharma_70,9,87.48,False
Medicine_5077,Unknown Composition,Pharma_20,16,397.61,False
Crocin Syrup,Crocin + Excipients,Pharma_32,26,473.66,False
Medicine_3745,Unknown Composition,Pharma_31,10,143.75,False
Amoxicillin Syrup,Amoxicillin + Excipients,Pharma_26,11,398.53,False
Cefixime Tablet,Cefixime + Excipients,Pharma_71,27,490.95,False
Tramadol 650mg,Tramadol + Excipients,Pharma_69,29,139.69,False
Dolo 650 500mg,Dolo 650 + Excipients,Pharma_40,22,66.47,True
Amoxicillin Syrup,Amoxicillin + Excipients,Pharma_45,2,417.27,False
Medicine_3685,Unknown Composition,Pharma_21,27,258.01,False
Azithromycin Tablet,Azithromycin + Excipients,Pharma_83,24,484.56,True
Medicine_4250,Unknown Composition,Pharma_45,1,210.52,False
Ibuprofen 500mg,Ibuprofen + Excipients,Pharma_79,10,166.29,False
Tramadol 650mg,Tramadol + Excipients,Pharma_1,11,468.26,False
Medicine_6151,Unknown Composition,Pharma_1,4,439.48,False
Sinarest Tablet,Sinarest + Excipients,Pharma_79,19,40.4,False
Ascoril 500mg,Ascoril + Excipients,Pharma_61,18,201.94,False
Tramadol Tablet,Tramadol + Excipients,Pharma_64,13,131.36,False
Combiflam 500mg,Combiflam + Excipients,Pharma_69,22,215.03,False
Volini Syrup,Volini + Excipients,Pharma_59,25,142.09,False
Medicine_1815,Unknown Composition,Pharma_94,5,388.79,False
Benadryl 650mg,Benadryl + Excipients,Pharma_2,13,141.17,False
Ibuprofen 650mg,Ibuprofen + Excipients,Pharma_47,9,20.18,False
Medicine_9906,Unknown Composition,Pharma_62,15,127.58,False
Maxtra Syrup,Maxtra + Excipients,Pharma_75,12,203.72,False
Medicine_3192,Unknown Composition,Pharma_1,20,64.87,False
Medicine_4235,Unknown Composition,Pharma_21,10,22.37,False
Benadryl Syrup,Benadryl + Excipients,Pharma_86,9,91.83,False
Medicine_8309,Unknown Composition,Pharma_93,4,244.05,False
Levocetirizine 650mg,Levocetirizine + Excipients,Pharma_83,3,227.29,True
Medicine_8453,Unknown Composition,Pharma_90,20,186.49,False
Dextromethorphan 650mg,Dextromethorphan + Excipients,Pharma_66,24,389.33,False
Maxtra Tablet,Maxtra + Excipients,Pharma_20,7,370.71,False
Ibuprofen Syrup,Ibuprofen + Excipients,Pharma_18,5,39.22,False
Medicine_3081,Unknown Composition,Pharma_82,15,69.85,False
Azithromycin 650mg,Azithromycin + Excipients,Pharma_12,3,152.83,True
Cefixime Tablet,Cefixime + Excipients,Pharma_96,3,73.78,False
Volini Syrup,Volini + Excipients,Pharma_74,13,49.82,False
Maxtra 500mg,Maxtra + Excipients,Pharma_83,14,373.11,False
Sinarest 650mg,Sinarest + Excipients,Pharma_74,29,229.08,False
Ascoril Tablet,Ascoril + Excipients,Pharma_96,10,188.37,False
Medicine_8480,Unknown Composition,Pharma_71,12,499.79,False
Medicine_7557,Unknown Composition,Pharma_73,7,288.54,False
Sumo 650mg,Sumo + Excipients,Pharma_71,24,424.52,False
Medicine_9681,Unknown Composition,Pharma_21,18,440.33,False
Paracetamol Syrup,Paracetamol + Excipients,Pharma_74,23,335.52,True
Sumo 500mg,Sumo + Excipients,Pharma_92,20,446.33,False
Medicine_1738,Unknown Composition,Pharma_10,16,225.35,False
Azithromycin Tablet,Azithromycin + Excipients,Pharma_27,17,354.87,True
Diclofenac 650mg,Diclofenac + Excipients,Pharma_60,6,252.77,False
Medicine_5306,Unknown Composition,Pharma_41,14,406.42,False
Ambroxol 500mg,Ambroxol + Excipients,Pharma_13,15,63.81,False
Ascoril 500mg,Ascoril + Excipients,Pharma_74,23,302.34,False
Cetirizine 650mg,Cetirizine + Excipients,Pharma_30,1,417.13,True
Dolo 650 Tablet,Dolo 650 + Excipients,Pharma_3,20,51.99,True
Ibuprofen 650mg,Ibuprofen + Excipients,Pharma_82,4,340.49,False
Dextromethorphan 650mg,Dextromethorphan + Excipients,Pharma_16,19,131.45,False
Ascoril Tablet,Ascoril + Excipients,Pharma_66,27,33.91,False
Sumo 650mg,Sumo + Excipients,Pharma_35,18,355.44,False
Medicine_8798,Unknown Composition,Pharma_95,25,410.01,False
Aceclofenac 650mg,Aceclofenac + Excipients,Pharma_30,12,275.75,False
Otrivin 650mg,Otrivin + Excipients,Pharma_94,18,32.37,False
Medicine_2008,Unknown Composition,Pharma_39,2,456.35,False
Maxtra 650mg,Maxtra + Excipients,Pharma_24,5,173.57,False
Dextromethorphan Tablet,Dextromethorphan + Excipients,Pharma_22,14,285.89,False
Medicine_6645,Unknown Composition,Pharma_39,13,323.39,False
Ambroxol 650mg,Ambroxol + Excipients,Pharma_65,19,448.13,False
Levocetirizine 650mg,Levocetirizine + Excipients,Pharma_86,23,46.54,True
Augmentin 500mg,Augmentin + Excipients,Pharma_19,14,107.55,False
Medicine_2563,Unknown Composition,Pharma_23,14,51.56,False
Medicine_6709,Unknown Composition,Pharma_59,7,348.76,False
Volini 500mg,Volini + Excipients,Pharma_50,3,268.62,False
Medicine_9292,Unknown Composition,Pharma_47,8,488.56,False
Sinarest Syrup,Sinarest + Excipients,Pharma_89,1,135.78,False
Paracetamol Tablet,Paracetamol + Excipients,Pharma_35,1,148.15,True
Maxtra 500mg,Maxtra + Excipients,Pharma_80,25,406.51,False
Medicine_8669,Unknown Composition,Pharma_60,11,433.24,False
Otrivin 650mg,Otrivin + Excipients,Pharma_43,27,240.2,False
Benadryl 500mg,Benadryl + Excipients,Pharma_96,13,193.44,False
Ascoril 650mg,Ascoril + Excipients,Pharma_59,9,141.75,False
Medicine_7042,Unknown Composition,Pharma_67,5,35.5,False
Medicine_1059,Unknown Composition,Pharma_69,6,156.94,False
Medicine_7274,Unknown Composition,Pharma_62,3,374.55,False
Medicine_8264,Unknown Composition,Pharma_74,17,347.39,False
Sinarest Syrup,Sinarest + Excipients,Pharma_87,1,439.25,False
Augmentin 500mg,Augmentin + Excipients,Pharma_80,22,43.92,False
Ascoril Syrup,Ascoril + Excipients,Pharma_61,19,213.35,False
Sumo 500mg,Sumo + Excipients,Pharma_89,16,238.88,False
Levocetirizine 500mg,Levocetirizine + Excipients,Pharma_60,7,275.98,True
Medicine_4975,Unknown Composition,Pharma_37,13,421.83,False
Cetirizine Syrup,Cetirizine + Excipients,Pharma_40,29,332.85,True
Sinarest 500mg,Sinarest + Excipients,Pharma_64,5,275.45,False
Medicine_3487,Unknown Composition,Pharma_34,9,384.35,False
Crocin Syrup,Crocin + Excipients,Pharma_58,8,283.18,False
Crocin Syrup,Crocin + Excipients,Pharma_64,18,273.86,False
Azithromycin Tablet,Azithromycin + Excipients,Pharma_22,24,447.58,True
Tramadol Tablet,Tramadol + Excipients,Pharma_32,15,96.39,False
Crocin Tablet,Crocin + Excipients,Pharma_61,9,185.33,False
Medicine_3714,Unknown Composition,Pharma_23,20,399.04,False
Sinarest 500mg,Sinarest + Excipients,Pharma_2,12,78.79,False
Cetirizine Tablet,Cetirizine + Excipients,Pharma_8,15,248.05,True
Benadryl 500mg,Benadryl + Excipients,Pharma_19,7,40.8,False
Azithromycin Tablet,Azithromycin + Excipients,Pharma_80,14,233.44,True
Volini 650mg,Volini + Excipients,Pharma_33,10,251.49,False
Crocin 500mg,Crocin + Excipients,Pharma_63,25,319.53,False
Crocin 500mg,Crocin + Excipients,Pharma_78,26,175.37,False
Maxtra Tablet,Maxtra + Excipients,Pharma_84,28,488.05,False
Tramadol Tablet,Tramadol + Excipients,Pharma_91,10,247.53,False
Sinarest 500mg,Sinarest + Excipients,Pharma_17,3,16.41,False
Aceclofenac Tablet,Aceclofenac + Excipients,Pharma_20,6,291.31,False
Medicine_4103,Unknown Composition,Pharma_27,21,160.37,False
Medicine_1681,Unknown Composition,Pharma_94,17,433.13,False
Medicine_1694,Unknown Composition,Pharma_12,13,126.31,False
Otrivin Tablet,Otrivin + Excipients,Pharma_44,15,159.15,False
Maxtra 650mg,Maxtra + Excipients,Pharma_77,8,435.23,False
Benadryl Syrup,Benadryl + Excipients,Pharma_14,9,464.65,False
Ambroxol 500mg,Ambroxol + Excipients,Pharma_12,18,450.57,False
Medicine_1074,Unknown Composition,Pharma_28,11,82.96,False
Medicine_9036,Unknown Composition,Pharma_48,15,206.94,False
Levocetirizine 500mg,Levocetirizine + Excipients,Pharma_96,3,193.34,True
Medicine_1380,Unknown Composition,Pharma_93,12,413.76,False
Medicine_4926,Unknown Composition,Pharma_74,25,235.55,False
Medicine_9509,Unknown Composition,Pharma_69,15,390.68,False
Medicine_2585,Unknown Composition,Pharma_95,14,149.15,False
Ofloxacin Syrup,Ofloxacin + Excipients,Pharma_93,21,296.79,False
Ofloxacin 650mg,Ofloxacin + Excipients,Pharma_51,14,97.67,False
Sinarest 500mg,Sinarest + Excipients,Pharma_74,16,273.14,False
Ascoril 650mg,Ascoril + Excipients,Pharma_7,6,165.39,False
Crocin 650mg,Crocin + Excipients,Pharma_83,8,408.85,False
Benadryl Tablet,Benadryl + Excipients,Pharma_30,2,444.9,False
Cough Syrup 650mg,Cough Syrup + Excipients,Pharma_79,19,61.46,True
Cefixime Tablet,Cefixime + Excipients,Pharma_73,19,385.07,False
Amoxicillin 500mg,Amoxicillin + Excipients,Pharma_58,26,193.59,False
Aceclofenac 650mg,Aceclofenac + Excipients,Pharma_42,12,67.5,False
Medicine_1358,Unknown Composition,Pharma_66,8,193.95,False
Maxtra Syrup,Maxtra + Excipients,Pharma_29,20,362.91,False
Benadryl Tablet,Benadryl + Excipients,Pharma_35,5,345.67,False
Sinarest 500mg,Sinarest + Excipients,Pharma_54,12,379.24,False
Amoxicillin 650mg,Amoxicillin + Excipients,Pharma_44,16,345.31,False
Dextromethorphan Syrup,Dextromethorphan + Excipients,Pharma_22,17,51.98,False
Ascoril Syrup,Ascoril + Excipients,Pharma_99,12,165.2,False
Maxtra 500mg,Maxtra + Excipients,Pharma_93,8,132.85,False
Otrivin 650mg,Otrivin + Excipients,Pharma_74,6,432.2,False
Ascoril Syrup,Ascoril + Excipients,Pharma_89,23,182.98,False
Cetirizine Syrup,Cetirizine + Excipients,Pharma_51,7,80.94,True
Medicine_3191,Unknown Composition,Pharma_41,11,123.92,False
Ofloxacin 500mg,Ofloxacin + Excipients,Pharma_58,1,19.02,False
Sinarest 500mg,Sinarest + Excipients,Pharma_75,14,289.2,False
Medicine_3914,Unknown Composition,Pharma_14,18,53.22,False
Medicine_8211,Unknown Composition,Pharma_34,5,199.33,False
Medicine_3647,Unknown Composition,Pharma_24,26,287.11,False
Medicine_7530,Unknown Composition,Pharma_81,4,225.26,False
Maxtra Tablet,Maxtra + Excipients,Pharma_65,19,267.54,False
Ascoril 500mg,Ascoril + Excipients,Pharma_98,24,296.95,False
Medicine_9400,Unknown Composition,Pharma_54,21,373.04,False
Medicine_7902,Unknown Composition,Pharma_43,2,473.8,False
Benadryl 500mg,Benadryl + Excipients,Pharma_75,8,368.69,False
Medicine_2291,Unknown Composition,Pharma_53,13,180.59,False
Benadryl 500mg,Benadryl + Excipients,Pharma_83,24,407.8,False
Ofloxacin Tablet,Ofloxacin + Excipients,Pharma_70,8,356.0,False
Medicine_2158,Unknown Composition,Pharma_82,3,141.54,False
Dextromethorphan 500mg,Dextromethorphan + Excipients,Pharma_75,9,399.74,False
Tramadol 500mg,Tramadol + Excipients,Pharma_64,7,367.55,False
Medicine_8843,Unknown Composition,Pharma_15,25,327.43,False
Sumo Syrup,Sumo + Excipients,Pharma_54,10,157.06,False
Maxtra Tablet,Maxtra + Excipients,Pharma_18,1,310.51,False
Medicine_4208,Unknown Composition,Pharma_2,8,322.42,False
Medicine_8054,Unknown Composition,Pharma_98,3,379.17,False
Medicine_2108,Unknown Composition,Pharma_31,19,420.06,False
Medicine_6870,Unknown Composition,Pharma_8,10,21.22,False
Medicine_7997,Unknown Composition,Pharma_69,8,409.6,False
Azithromycin 650mg,Azithromycin + Excipients,Pharma_67,9,390.05,True
Medicine_3286,Unknown Composition,Pharma_70,22,435.0,False
Ibuprofen 500mg,Ibuprofen + Excipients,Pharma_54,11,449.39,False
Cough Syrup Tablet,Cough Syrup + Excipients,Pharma_83,4,18.9,True
Medicine_4824,Unknown Composition,Pharma_25,16,146.66,False
Medicine_1048,Unknown Composition,Pharma_91,21,237.05,False
Medicine_2251,Unknown Composition,Pharma_52,9,373.22,False
Levocetirizine Tablet,Levocetirizine + Excipients,Pharma_4,28,233.87,True
Crocin 650mg,Crocin + Excipients,Pharma_66,4,248.89,False
Aceclofenac 500mg,Aceclofenac + Excipients,Pharma_16,16,333.31,False
Medicine_2632,Unknown Composition,Pharma_6,27,369.7,False
Medicine_1585,Unknown Composition,Pharma_34,4,13.58,False
Crocin 500mg,Crocin + Excipients,Pharma_10,13,22.85,False
Maxtra 650mg,Maxtra + Excipients,Pharma_18,29,475.77,False
Medicine_9956,Unknown Composition,Pharma_91,20,347.76,False
Azithromycin 500mg,Azithromycin + Excipients,Pharma_65,4,171.99,True
Medicine_9510,Unknown Composition,Pharma_40,20,45.35,False
Medicine_3128,Unknown Composition,Pharma_6,20,209.97,False
Aceclofenac Syrup,Aceclofenac + Excipients,Pharma_86,4,28.02,False
Combiflam Tablet,Combiflam + Excipients,Pharma_85,17,203.58,False
Volini 650mg,Volini + Excipients,Pharma_92,24,133.44,False
Benadryl Tablet,Benadryl + Excipients,Pharma_73,14,73.57,False
Medicine_5574,Unknown Composition,Pharma_18,19,399.53,False
Levocetirizine 650mg,Levocetirizine + Excipients,Pharma_65,14,302.83,True
Medicine_6869,Unknown Composition,Pharma_67,12,61.65,False
Dextromethorphan 500mg,Dextromethorphan + Excipients,Pharma_3,14,81.7,False
Diclofenac 500mg,Diclofenac + Excipients,Pharma_34,27,430.21,False
Amoxicillin 650mg,Amoxicillin + Excipients,Pharma_49,4,484.82,False
Tramadol Syrup,Tramadol + Excipients,Pharma_66,25,35.87,False
Medicine_8260,Unknown Composition,Pharma_92,29,309.61,False
Medicine_4715,Unknown Composition,Pharma_35,9,199.02,False
Cough Syrup 650mg,Cough Syrup + Excipients,Pharma_77,19,135.18,True
Paracetamol Syrup,Paracetamol + Excipients,Pharma_10,8,382.24,True
Volini Tablet,Volini + Excipients,Pharma_62,18,200.93,False
Cough Syrup 500mg,Cough Syrup + Excipients,Pharma_59,6,283.17,True
Azithromycin 500mg,Azithromycin + Excipients,Pharma_89,29,126.58,True
Tramadol Syrup,Tramadol + Excipients,Pharma_18,10,375.58,False
Azithromycin Tablet,Azithromycin + Excipients,Pharma_32,28,382.02,True
Ambroxol 650mg,Ambroxol + Excipients,Pharma_90,13,30.58,False
Aceclofenac Tablet,Aceclofenac + Excipients,Pharma_63,5,192.89,False
Augmentin 650mg,Augmentin + Excipients,Pharma_36,26,241.86,False
Augmentin Syrup,Augmentin + Excipients,Pharma_36,24,475.59,False
Volini 650mg,Volini + Excipients,Pharma_72,29,382.09,False
Ibuprofen 650mg,Ibuprofen + Excipients,Pharma_37,20,393.88,False
Ascoril 500mg,Ascoril + Excipients,Pharma_71,27,457.75,False
Paracetamol Tablet,Paracetamol + Excipients,Pharma_7,24,17.46,True
Cefixime Syrup,Cefixime + Excipients,Pharma_16,13,76.35,False
Medicine_1910,Unknown Composition,Pharma_76,17,389.2,False
Cough Syrup 500mg,Cough Syrup + Excipients,Pharma_42,28,254.73,True
Medicine_1746,Unknown Composition,Pharma_53,2,258.3,False
Ambroxol 650mg,Ambroxol + Excipients,Pharma_6,28,327.29,False
Cough Syrup Tablet,Cough Syrup + Excipients,Pharma_92,11,27.59,True
Ibuprofen Syrup,Ibuprofen + Excipients,Pharma_35,8,178.33,False
Medicine_6956,Unknown Composition,Pharma_43,29,108.23,False
Ibuprofen 500mg,Ibuprofen + Excipients,Pharma_64,1,154.1,False
Maxtra 500mg,Maxtra + Excipients,Pharma_3,22,452.24,False
Dolo 650 Syrup,Dolo 650 + Excipients,Pharma_7,25,68.34,True
Diclofenac 650mg,Diclofenac + Excipients,Pharma_59,3,252.24,False
Amoxicillin Tablet,Amoxicillin + Excipients,Pharma_37,13,467.99,False
Medicine_8343,Unknown Composition,Pharma_31,11,159.68,False
Cough Syrup 500mg,Cough Syrup + Excipients,Pharma_22,29,147.82,True
Ascoril 500mg,Ascoril + Excipients,Pharma_32,24,306.94,False
Medicine_2198,Unknown Composition,Pharma_1,11,377.27,False
Medicine_5950,Unknown Composition,Pharma_3,6,413.23,False
Ascoril 500mg,Ascoril + Excipients,Pharma_56,26,319.2,False
Levocetirizine 500mg,Levocetirizine + Excipients,Pharma_84,16,103.0,True
Cough Syrup 500mg,Cough Syrup + Excipients,Pharma_17,6,69.6,True
Medicine_1503,Unknown Composition,Pharma_64,16,328.25,False
Cetirizine 500mg,Cetirizine + Excipients,Pharma_89,15,254.64,True
Aceclofenac 650mg,Aceclofenac + Excipients,Pharma_2,10,90.51,False
Paracetamol 650mg,Paracetamol + Excipients,Pharma_99,20,124.66,True
Amoxicillin Tablet,Amoxicillin + Excipients,Pharma_50,27,331.65,False
Augmentin 500mg,Augmentin + Excipients,Pharma_48,22,411.58,False
Medicine_6638,Unknown Composition,Pharma_72,28,37.31,False
Medicine_4435,Unknown Composition,Pharma_97,14,410.82,False
Aceclofenac 650mg,Aceclofenac + Excipients,Pharma_8,23,301.18,False
Ofloxacin Syrup,Ofloxacin + Excipients,Pharma_97,13,148.48,False
Sinarest 650mg,Sinarest + Excipients,Pharma_57,5,282.47,False
Paracetamol Tablet,Paracetamol + Excipients,Pharma_2,10,372.37,True
Tramadol 650mg,Tramadol + Excipients,Pharma_51,1,218.65,False
Medicine_6763,Unknown Composition,Pharma_20,4,94.83,False
Augmentin 500mg,Augmentin + Excipients,Pharma_73,12,498.51,False
Benadryl 650mg,Benadryl + Excipients,Pharma_62,24,222.22,False
Medicine_8445,Unknown Composition,Pharma_34,7,292.29,False
Medicine_4582,Unknown Composition,Pharma_22,29,182.34,False
Medicine_8291,Unknown Composition,Pharma_40,11,220.83,False
Medicine_7417,Unknown Composition,Pharma_45,5,363.7,False
Maxtra 650mg,Maxtra + Excipients,Pharma_41,5,46.8,False
Medicine_3713,Unknown Composition,Pharma_79,1,340.1,False
Medicine_9193,Unknown Composition,Pharma_50,8,122.73,False
Ambroxol 650mg,Ambroxol + Excipients,Pharma_52,20,421.36,False
Amoxicillin 500mg,Amoxicillin + Excipients,Pharma_41,17,271.28,False
Cefixime 650mg,Cefixime + Excipients,Pharma_48,10,313.33,False
Otrivin Syrup,Otrivin + Excipients,Pharma_65,3,329.44,False
Azithromycin Tablet,Azithromycin + Excipients,Pharma_96,29,352.69,True
Ofloxacin Tablet,Ofloxacin + Excipients,Pharma_8,11,163.64,False
Sinarest 500mg,Sinarest + Excipients,Pharma_31,19,372.78,False
Crocin 650mg,Crocin + Excipients,Pharma_31,20,227.55,False
Medicine_2707,Unknown Composition,Pharma_46,13,168.31,False
Otrivin Tablet,Otrivin + Excipients,Pharma_64,28,246.6,False
Volini Tablet,Volini + Excipients,Pharma_77,28,489.07,False
Volini Tablet,Volini + Excipients,Pharma_19,7,123.58,False
Medicine_4576,Unknown Composition,Pharma_89,13,206.79,False
Levocetirizine 500mg,Levocetirizine + Excipients,Pharma_87,23,334.37,True
Medicine_4475,Unknown Composition,Pharma_90,28,148.53,False
Dextromethorphan Syrup,Dextromethorphan + Excipients,Pharma_96,29,439.97,False
Dolo 650 650mg,Dolo 650 + Excipients,Pharma_76,1,320.04,True
Aceclofenac Tablet,Aceclofenac + Excipients,Pharma_27,20,458.98,False
Volini Syrup,Volini + Excipients,Pharma_90,11,168.06,False
Combiflam 500mg,Combiflam + Excipients,Pharma_55,5,337.07,False
Dolo 650 Tablet,Dolo 650 + Excipients,Pharma_36,28,137.86,True
Cetirizine Syrup,Cetirizine + Excipients,Pharma_28,23,134.42,True
Medicine_5368,Unknown Composition,Pharma_78,15,19.5,False
Combiflam Tablet,Combiflam + Excipients,Pharma_6,12,390.13,False
Tramadol 650mg,Tramadol + Excipients,Pharma_12,29,261.57,False
Benadryl 500mg,Benadryl + Excipients,Pharma_97,22,324.06,False
Paracetamol Syrup,Paracetamol + Excipients,Pharma_61,25,123.83,True
Augmentin Syrup,Augmentin + Excipients,Pharma_60,4,284.79,False
Medicine_6153,Unknown Composition,Pharma_8,18,187.44,False
Ambroxol Tablet,Ambroxol + Excipients,Pharma_24,26,225.61,False
Medicine_9324,Unknown Composition,Pharma_21,14,195.05,False
Diclofenac 500mg,Diclofenac + Excipients,Pharma_33,12,218.08,False
Amoxicillin 500mg,Amoxicillin + Excipients,Pharma_11,20,185.8,False
Sinarest Syrup,Sinarest + Excipients,Pharma_22,20,62.3,False
Medicine_8979,Unknown Composition,Pharma_39,17,73.06,False
Ambroxol 500mg,Ambroxol + Excipients,Pharma_75,16,31.33,False
Ascoril 500mg,Ascoril + Excipients,Pharma_6,29,263.53,False
Azithromycin Tablet,Azithromycin + Excipients,Pharma_36,9,191.87,True
Levocetirizine 650mg,Levocetirizine + Excipients,Pharma_9,25,229.26,True
Aceclofenac Tablet,Aceclofenac + Excipients,Pharma_80,11,426.08,False
Medicine_7647,Unknown Composition,Pharma_58,11,208.24,False
Medicine_7642,Unknown Composition,Pharma_31,22,73.98,False
Volini 650mg,Volini + Excipients,Pharma_21,8,498.81,False
Medicine_2065,Unknown Composition,Pharma_18,16,122.73,False
Diclofenac Tablet,Diclofenac + Excipients,Pharma_35,23,305.94,False
Cough Syrup Syrup,Cough Syrup + Excipients,Pharma_57,10,237.34,True
Cetirizine 650mg,Cetirizine + Excipients,Pharma_65,4,256.99,True
Levocetirizine 500mg,Levocetirizine + Excipients,Pharma_32,16,315.41,True
Medicine_2790,Unknown Composition,Pharma_20,28,156.03,False
Sinarest 500mg,Sinarest + Excipients,Pharma_82,12,268.0,False
Benadryl 500mg,Benadryl + Excipients,Pharma_81,28,317.15,False
Dextromethorphan Tablet,Dextromethorphan + Excipients,Pharma_30,21,432.15,False
Ibuprofen Tablet,Ibuprofen + Excipients,Pharma_48,14,220.05,False
Otrivin Tablet,Otrivin + Excipients,Pharma_88,21,254.21,False
Amoxicillin 650mg,Amoxicillin + Excipients,Pharma_1,8,243.99,False
Medicine_5816,Unknown Composition,Pharma_87,11,466.01,False
Tramadol 500mg,Tramadol + Excipients,Pharma_50,16,167.04,False
