name,composition,manufacturer,pack_size,mrp
Benadryl 650mg,Benadryl + Excipients,Pharma_2,13,141.17
Ibuprofen 650mg,Ibuprofen + Excipients,Pharma_47,9,20.18
Medicine_9906,Unknown Composition,Pharma_62,15,127.58
Maxtra Syrup,Maxtra + Excipients,Pharma_75,12,203.72
Medicine_3192,Unknown Composition,Pharma_1,20,64.87
Medicine_4235,Unknown Composition,Pharma_21,10,22.37
Benadryl Syrup,Benadryl + Excipients,Pharma_86,9,91.83
Medicine_8309,Unknown Composition,Pharma_93,4,244.05
Levocetirizine 650mg,Levocetirizine + Excipients,Pharma_83,3,227.29
Medicine_8453,Unknown Composition,Pharma_90,20,186.49
Dextromethorphan 650mg,Dextromethorphan + Excipients,Pharma_66,24,389.33
Maxtra Tablet,Maxtra + Excipients,Pharma_20,7,370.71
Ibuprofen Syrup,Ibuprofen + Excipients,Pharma_18,5,39.22
Medicine_3081,Unknown Composition,Pharma_82,15,69.85
Azithromycin 650mg,Azithromycin + Excipients,Pharma_12,3,152.83
Cefixime Tablet,Cefixime + Excipients,Pharma_96,3,73.78
Volini Syrup,Volini + Excipients,Pharma_74,13,49.82
Maxtra 500mg,Maxtra + Excipients,Pharma_83,14,373.11
Sinarest 650mg,Sinarest + Excipients,Pharma_74,29,229.08
Ascoril Tablet,Ascoril + Excipients,Pharma_96,10,188.37
Medicine_8480,Unknown Composition,Pharma_71,12,499.79
Medicine_7557,Unknown Composition,Pharma_73,7,288.54
Sumo 650mg,Sumo + Excipients,Pharma_71,24,424.52
Medicine_9681,Unknown Composition,Pharma_21,18,440.33
Paracetamol Syrup,Paracetamol + Excipients,Pharma_74,23,335.52
Sumo 500mg,Sumo + Excipients,Pharma_92,20,446.33
Medicine_1738,Unknown Composition,Pharma_10,16,225.35
Azithromycin Tablet,Azithromycin + Excipients,Pharma_27,17,354.87
Diclofenac 650mg,Diclofenac + Excipients,Pharma_60,6,252.77
Medicine_5306,Unknown Composition,Pharma_41,14,406.42
Ambroxol 500mg,Ambroxol + Excipients,Pharma_13,15,63.81
Ascoril 500mg,Ascoril + Excipients,Pharma_74,23,302.34
Cetirizine 650mg,Cetirizine + Excipients,Pharma_30,1,417.13
Dolo 650 Tablet,Dolo 650 + Excipients,Pharma_3,20,51.99
Ibuprofen 650mg,Ibuprofen + Excipients,Pharma_82,4,340.49
Dextromethorphan 650mg,Dextromethorphan + Excipients,Pharma_16,19,131.45
Ascoril Tablet,Ascoril + Excipients,Pharma_66,27,33.91
Sumo 650mg,Sumo + Excipients,Pharma_35,18,355.44
Medicine_8798,Unknown Composition,Pharma_95,25,410.01
Aceclofenac 650mg,Aceclofenac + Excipients,Pharma_30,12,275.75
Otrivin 650mg,Otrivin + Excipients,Pharma_94,18,32.37
Medicine_2008,Unknown Composition,Pharma_39,2,456.35
Maxtra 650mg,Maxtra + Excipients,Pharma_24,5,173.57
Dextromethorphan Tablet,Dextromethorphan + Excipients,Pharma_22,14,285.89
Medicine_6645,Unknown Composition,Pharma_39,13,323.39
Ambroxol 650mg,Ambroxol + Excipients,Pharma_65,19,448.13
Levocetirizine 650mg,Levocetirizine + Excipients,Pharma_86,23,46.54
Augmentin 500mg,Augmentin + Excipients,Pharma_19,14,107.55
Medicine_2563,Unknown Composition,Pharma_23,14,51.56
Medicine_6709,Unknown Composition,Pharma_59,7,348.76
Volini 500mg,Volini + Excipients,Pharma_50,3,268.62
Medicine_9292,Unknown Composition,Pharma_47,8,488.56
Sinarest Syrup,Sinarest + Excipients,Pharma_89,1,135.78
Paracetamol Tablet,Paracetamol + Excipients,Pharma_35,1,148.15
Maxtra 500mg,Maxtra + Excipients,Pharma_80,25,406.51
Medicine_8669,Unknown Composition,Pharma_60,11,433.24
Otrivin 650mg,Otrivin + Excipients,Pharma_43,27,240.2
Benadryl 500mg,Benadryl + Excipients,Pharma_96,13,193.44
Ascoril 650mg,Ascoril + Excipients,Pharma_59,9,141.75
Medicine_7042,Unknown Composition,Pharma_67,5,35.5
Medicine_1059,Unknown Composition,Pharma_69,6,156.94
Medicine_7274,Unknown Composition,Pharma_62,3,374.55
Medicine_8264,Unknown Composition,Pharma_74,17,347.39
Sinarest Syrup,Sinarest + Excipients,Pharma_87,1,439.25
Augmentin 500mg,Augmentin + Excipients,Pharma_80,22,43.92
Ascoril Syrup,Ascoril + Excipients,Pharma_61,19,213.35
Sumo 500mg,Sumo + Excipients,Pharma_89,16,238.88
Levocetirizine 500mg,Levocetirizine + Excipients,Pharma_60,7,275.98
Medicine_4975,Unknown Composition,Pharma_37,13,421.83
Cetirizine Syrup,Cetirizine + Excipients,Pharma_40,29,332.85
Sinarest 500mg,Sinarest + Excipients,Pharma_64,5,275.45
Medicine_3487,Unknown Composition,Pharma_34,9,384.35
Crocin Syrup,Crocin + Excipients,Pharma_58,8,283.18
Crocin Syrup,Crocin + Excipients,Pharma_64,18,273.86
Azithromycin Tablet,Azithromycin + Excipients,Pharma_22,24,447.58
Tramadol Tablet,Tramadol + Excipients,Pharma_32,15,96.39
Crocin Tablet,Crocin + Excipients,Pharma_61,9,185.33
Medicine_3714,Unknown Composition,Pharma_23,20,399.04
Sinarest 500mg,Sinarest + Excipients,Pharma_2,12,78.79
Cetirizine Tablet,Cetirizine + Excipients,Pharma_8,15,248.05
Benadryl 500mg,Benadryl + Excipients,Pharma_19,7,40.8
Azithromycin Tablet,Azithromycin + Excipients,Pharma_80,14,233.44
Volini 650mg,Volini + Excipients,Pharma_33,10,251.49
Crocin 500mg,Crocin + Excipients,Pharma_63,25,319.53
Crocin 500mg,Crocin + Excipients,Pharma_78,26,175.37
Maxtra Tablet,Maxtra + Excipients,Pharma_84,28,488.05
Tramadol Tablet,Tramadol + Excipients,Pharma_91,10,247.53
Sinarest 500mg,Sinarest + Excipients,Pharma_17,3,16.41
Aceclofenac Tablet,Aceclofenac + Excipients,Pharma_20,6,291.31
Medicine_4103,Unknown Composition,Pharma_27,21,160.37
Medicine_1681,Unknown Composition,Pharma_94,17,433.13
Medicine_1694,Unknown Composition,Pharma_12,13,126.31
Otrivin Tablet,Otrivin + Excipients,Pharma_44,15,159.15
Maxtra 650mg,Maxtra + Excipients,Pharma_77,8,435.23
Benadryl Syrup,Benadryl + Excipients,Pharma_14,9,464.65
Ambroxol 500mg,Ambroxol + Excipients,Pharma_12,18,450.57
Medicine_1074,Unknown Composition,Pharma_28,11,82.96
Medicine_9036,Unknown Composition,Pharma_48,15,206.94
Levocetirizine 500mg,Levocetirizine + Excipients,Pharma_96,3,193.34
Medicine_1380,Unknown Composition,Pharma_93,12,413.76
Medicine_4926,Unknown Composition,Pharma_74,25,235.55
Medicine_9509,Unknown Composition,Pharma_69,15,390.68
Medicine_2585,Unknown Composition,Pharma_95,14,149.15
Ofloxacin Syrup,Ofloxacin + Excipients,Pharma_93,21,296.79
Ofloxacin 650mg,Ofloxacin + Excipients,Pharma_51,14,97.67
Sinarest 500mg,Sinarest + Excipients,Pharma_74,16,273.14
Ascoril 650mg,Ascoril + Excipients,Pharma_7,6,165.39
Crocin 650mg,Crocin + Excipients,Pharma_83,8,408.85
Benadryl Tablet,Benadryl + Excipients,Pharma_30,2,444.9
Cough Syrup 650mg,Cough Syrup + Excipients,Pharma_79,19,61.46
Cefixime Tablet,Cefixime + Excipients,Pharma_73,19,385.07
Amoxicillin 500mg,Amoxicillin + Excipients,Pharma_58,26,193.59
Aceclofenac 650mg,Aceclofenac + Excipients,Pharma_42,12,67.5
Medicine_1358,Unknown Composition,Pharma_66,8,193.95
Maxtra Syrup,Maxtra + Excipients,Pharma_29,20,362.91
Benadryl Tablet,Benadryl + Excipients,Pharma_35,5,345.67
Sinarest 500mg,Sinarest + Excipients,Pharma_54,12,379.24
Amoxicillin 650mg,Amoxicillin + Excipients,Pharma_44,16,345.31
Dextromethorphan Syrup,Dextromethorphan + Excipients,Pharma_22,17,51.98
Ascoril Syrup,Ascoril + Excipients,Pharma_99,12,165.2
Maxtra 500mg,Maxtra + Excipients,Pharma_93,8,132.85
Otrivin 650mg,Otrivin + Excipients,Pharma_74,6,432.2
Ascoril Syrup,Ascoril + Excipients,Pharma_89,23,182.98
Cetirizine Syrup,Cetirizine + Excipients,Pharma_51,7,80.94
Medicine_3191,Unknown Composition,Pharma_41,11,123.92
Ofloxacin 500mg,Ofloxacin + Excipients,Pharma_58,1,19.02
Sinarest 500mg,Sinarest + Excipients,Pharma_75,14,289.2
Medicine_3914,Unknown Composition,Pharma_14,18,53.22
Medicine_8211,Unknown Composition,Pharma_34,5,199.33
Medicine_3647,Unknown Composition,Pharma_24,26,287.11
Medicine_7530,Unknown Composition,Pharma_81,4,225.26
Maxtra Tablet,Maxtra + Excipients,Pharma_65,19,267.54
Ascoril 500mg,Ascoril + Excipients,Pharma_98,24,296.95
Medicine_9400,Unknown Composition,Pharma_54,21,373.04
Medicine_7902,Unknown Composition,Pharma_43,2,473.8
Benadryl 500mg,Benadryl + Excipients,Pharma_75,8,368.69
Medicine_2291,Unknown Composition,Pharma_53,13,180.59
Benadryl 500mg,Benadryl + Excipients,Pharma_83,24,407.8
Ofloxacin Tablet,Ofloxacin + Excipients,Pharma_70,8,356.0
Medicine_2158,Unknown Composition,Pharma_82,3,141.54
Dextromethorphan 500mg,Dextromethorphan + Excipients,Pharma_75,9,399.74
Tramadol 500mg,Tramadol + Excipients,Pharma_64,7,367.55
Medicine_8843,Unknown Composition,Pharma_15,25,327.43
Sumo Syrup,Sumo + Excipients,Pharma_54,10,157.06
Maxtra Tablet,Maxtra + Excipients,Pharma_18,1,310.51
Medicine_4208,Unknown Composition,Pharma_2,8,322.42
Medicine_8054,Unknown Composition,Pharma_98,3,379.17
Medicine_2108,Unknown Composition,Pharma_31,19,420.06
Medicine_6870,Unknown Composition,Pharma_8,10,21.22
Medicine_7997,Unknown Composition,Pharma_69,8,409.6
Azithromycin 650mg,Azithromycin + Excipients,Pharma_67,9,390.05
Medicine_3286,Unknown Composition,Pharma_70,22,435.0
Ibuprofen 500mg,Ibuprofen + Excipients,Pharma_54,11,449.39
Cough Syrup Tablet,Cough Syrup + Excipients,Pharma_83,4,18.9
Medicine_4824,Unknown Composition,Pharma_25,16,146.66
Medicine_1048,Unknown Composition,Pharma_91,21,237.05
Medicine_2251,Unknown Composition,Pharma_52,9,373.22
Levocetirizine Tablet,Levocetirizine + Excipients,Pharma_4,28,233.87
Crocin 650mg,Crocin + Excipients,Pharma_66,4,248.89
Aceclofenac 500mg,Aceclofenac + Excipients,Pharma_16,16,333.31
Medicine_2632,Unknown Composition,Pharma_6,27,369.7
Medicine_1585,Unknown Composition,Pharma_34,4,13.58
Crocin 500mg,Crocin + Excipients,Pharma_10,13,22.85
Maxtra 650mg,Maxtra + Excipients,Pharma_18,29,475.77
Medicine_9956,Unknown Composition,Pharma_91,20,347.76
Azithromycin 500mg,Azithromycin + Excipients,Pharma_65,4,171.99
Medicine_9510,Unknown Composition,Pharma_40,20,45.35
Medicine_3128,Unknown Composition,Pharma_6,20,209.97
Aceclofenac Syrup,Aceclofenac + Excipients,Pharma_86,4,28.02
Combiflam Tablet,Combiflam + Excipients,Pharma_85,17,203.58
Volini 650mg,Volini + Excipients,Pharma_92,24,133.44
Benadryl Tablet,Benadryl + Excipients,Pharma_73,14,73.57
Medicine_5574,Unknown Composition,Pharma_18,19,399.53
Levocetirizine 650mg,Levocetirizine + Excipients,Pharma_65,14,302.83
Medicine_6869,Unknown Composition,Pharma_67,12,61.65
Dextromethorphan 500mg,Dextromethorphan + Excipients,Pharma_3,14,81.7
Diclofenac 500mg,Diclofenac + Excipients,Pharma_34,27,430.21
Amoxicillin 650mg,Amoxicillin + Excipients,Pharma_49,4,484.82
Tramadol Syrup,Tramadol + Excipients,Pharma_66,25,35.87
Medicine_8260,Unknown Composition,Pharma_92,29,309.61
Medicine_4715,Unknown Composition,Pharma_35,9,199.02
Cough Syrup 650mg,Cough Syrup + Excipients,Pharma_77,19,135.18
Paracetamol Syrup,Paracetamol + Excipients,Pharma_10,8,382.24
Volini Tablet,Volini + Excipients,Pharma_62,18,200.93
Cough Syrup 500mg,Cough Syrup + Excipients,Pharma_59,6,283.17
Azithromycin 500mg,Azithromycin + Excipients,Pharma_89,29,126.58
Tramadol Syrup,Tramadol + Excipients,Pharma_18,10,375.58
Azithromycin Tablet,Azithromycin + Excipients,Pharma_32,28,382.02
Ambroxol 650mg,Ambroxol + Excipients,Pharma_90,13,30.58
Aceclofenac Tablet,Aceclofenac + Excipients,Pharma_63,5,192.89
Augmentin 650mg,Augmentin + Excipients,Pharma_36,26,241.86
Augmentin Syrup,Augmentin + Excipients,Pharma_36,24,475.59
Volini 650mg,Volini + Excipients,Pharma_72,29,382.09
Ibuprofen 650mg,Ibuprofen + Excipients,Pharma_37,20,393.88
Ascoril 500mg,Ascoril + Excipients,Pharma_71,27,457.75
Paracetamol Tablet,Paracetamol + Excipients,Pharma_7,24,17.46
Cefixime Syrup,Cefixime + Excipients,Pharma_16,13,76.35
Medicine_1910,Unknown Composition,Pharma_76,17,389.2
Cough Syrup 500mg,Cough Syrup + Excipients,Pharma_42,28,254.73
Medicine_1746,Unknown Composition,Pharma_53,2,258.3
Ambroxol 650mg,Ambroxol + Excipients,Pharma_6,28,327.29
Cough Syrup Tablet,Cough Syrup + Excipients,Pharma_92,11,27.59
Ibuprofen Syrup,Ibuprofen + Excipients,Pharma_35,8,178.33
Medicine_6956,Unknown Composition,Pharma_43,29,108.23
Ibuprofen 500mg,Ibuprofen + Excipients,Pharma_64,1,154.1
Maxtra 500mg,Maxtra + Excipients,Pharma_3,22,452.24
Dolo 650 Syrup,Dolo 650 + Excipients,Pharma_7,25,68.34
Diclofenac 650mg,Diclofenac + Excipients,Pharma_59,3,252.24
Amoxicillin Tablet,Amoxicillin + Excipients,Pharma_37,13,467.99
Medicine_8343,Unknown Composition,Pharma_31,11,159.68
Cough Syrup 500mg,Cough Syrup + Excipients,Pharma_22,29,147.82
Ascoril 500mg,Ascoril + Excipients,Pharma_32,24,306.94
Medicine_2198,Unknown Composition,Pharma_1,11,377.27
Medicine_5950,Unknown Composition,Pharma_3,6,413.23
Ascoril 500mg,Ascoril + Excipients,Pharma_56,26,319.2
Levocetirizine 500mg,Levocetirizine + Excipients,Pharma_84,16,103.0
Cough Syrup 500mg,Cough Syrup + Excipients,Pharma_17,6,69.6
Medicine_1503,Unknown Composition,Pharma_64,16,328.25
Cetirizine 500mg,Cetirizine + Excipients,Pharma_89,15,254.64
Aceclofenac 650mg,Aceclofenac + Excipients,Pharma_2,10,90.51
Paracetamol 650mg,Paracetamol + Excipients,Pharma_99,20,124.66
Amoxicillin Tablet,Amoxicillin + Excipients,Pharma_50,27,331.65
Augmentin 500mg,Augmentin + Excipients,Pharma_48,22,411.58
Medicine_6638,Unknown Composition,Pharma_72,28,37.31
Medicine_4435,Unknown Composition,Pharma_97,14,410.82
Aceclofenac 650mg,Aceclofenac + Excipients,Pharma_8,23,301.18
Ofloxacin Syrup,Ofloxacin + Excipients,Pharma_97,13,148.48
Sinarest 650mg,Sinarest + Excipients,Pharma_57,5,282.47
Paracetamol Tablet,Paracetamol + Excipients,Pharma_2,10,372.37
Tramadol 650mg,Tramadol + Excipients,Pharma_51,1,218.65
Medicine_6763,Unknown Composition,Pharma_20,4,94.83
Augmentin 500mg,Augmentin + Excipients,Pharma_73,12,498.51
Benadryl 650mg,Benadryl + Excipients,Pharma_62,24,222.22
Medicine_8445,Unknown Composition,Pharma_34,7,292.29
Medicine_4582,Unknown Composition,Pharma_22,29,182.34
Medicine_8291,Unknown Composition,Pharma_40,11,220.83
Medicine_7417,Unknown Composition,Pharma_45,5,363.7
Maxtra 650mg,Maxtra + Excipients,Pharma_41,5,46.8
Medicine_3713,Unknown Composition,Pharma_79,1,340.1
Medicine_9193,Unknown Composition,Pharma_50,8,122.73
Ambroxol 650mg,Ambroxol + Excipients,Pharma_52,20,421.36
Amoxicillin 500mg,Amoxicillin + Excipients,Pharma_41,17,271.28
Cefixime 650mg,Cefixime + Excipients,Pharma_48,10,313.33
Otrivin Syrup,Otrivin + Excipients,Pharma_65,3,329.44
Azithromycin Tablet,Azithromycin + Excipients,Pharma_96,29,352.69
Ofloxacin Tablet,Ofloxacin + Excipients,Pharma_8,11,163.64
Sinarest 500mg,Sinarest + Excipients,Pharma_31,19,372.78
Crocin 650mg,Crocin + Excipients,Pharma_31,20,227.55
Medicine_2707,Unknown Composition,Pharma_46,13,168.31
Otrivin Tablet,Otrivin + Excipients,Pharma_64,28,246.6
Volini Tablet,Volini + Excipients,Pharma_77,28,489.07
Volini Tablet,Volini + Excipients,Pharma_19,7,123.58
Medicine_4576,Unknown Composition,Pharma_89,13,206.79
Levocetirizine 500mg,Levocetirizine + Excipients,Pharma_87,23,334.37
Medicine_4475,Unknown Composition,Pharma_90,28,148.53
Dextromethorphan Syrup,Dextromethorphan + Excipients,Pharma_96,29,439.97
Dolo 650 650mg,Dolo 650 + Excipients,Pharma_76,1,320.04
Aceclofenac Tablet,Aceclofenac + Excipients,Pharma_27,20,458.98
Volini Syrup,Volini + Excipients,Pharma_90,11,168.06
Combiflam 500mg,Combiflam + Excipients,Pharma_55,5,337.07
Dolo 650 Tablet,Dolo 650 + Excipients,Pharma_36,28,137.86
Cetirizine Syrup,Cetirizine + Excipients,Pharma_28,23,134.42
Medicine_5368,Unknown Composition,Pharma_78,15,19.5
Combiflam Tablet,Combiflam + Excipients,Pharma_6,12,390.13
Tramadol 650mg,Tramadol + Excipients,Pharma_12,29,261.57
Benadryl 500mg,Benadryl + Excipients,Pharma_97,22,324.06
Paracetamol Syrup,Paracetamol + Excipients,Pharma_61,25,123.83
Augmentin Syrup,Augmentin + Excipients,Pharma_60,4,284.79
Medicine_6153,Unknown Composition,Pharma_8,18,187.44
Ambroxol Tablet,Ambroxol + Excipients,Pharma_24,26,225.61
Medicine_9324,Unknown Composition,Pharma_21,14,195.05
Diclofenac 500mg,Diclofenac + Excipients,Pharma_33,12,218.08
Amoxicillin 500mg,Amoxicillin + Excipients,Pharma_11,20,185.8
Sinarest Syrup,Sinarest + Excipients,Pharma_22,20,62.3
Medicine_8979,Unknown Composition,Pharma_39,17,73.06
Ambroxol 500mg,Ambroxol + Excipients,Pharma_75,16,31.33
Ascoril 500mg,Ascoril + Excipients,Pharma_6,29,263.53
Azithromycin Tablet,Azithromycin + Excipients,Pharma_36,9,191.87
Levocetirizine 650mg,Levocetirizine + Excipients,Pharma_9,25,229.26
Aceclofenac Tablet,Aceclofenac + Excipients,Pharma_80,11,426.08
Medicine_7647,Unknown Composition,Pharma_58,11,208.24
Medicine_7642,Unknown Composition,Pharma_31,22,73.98
Volini 650mg,Volini + Excipients,Pharma_21,8,498.81
Medicine_2065,Unknown Composition,Pharma_18,16,122.73
Diclofenac Tablet,Diclofenac + Excipients,Pharma_35,23,305.94
Cough Syrup Syrup,Cough Syrup + Excipients,Pharma_57,10,237.34
Cetirizine 650mg,Cetirizine + Excipients,Pharma_65,4,256.99
Levocetirizine 500mg,Levocetirizine + Excipients,Pharma_32,16,315.41
Medicine_2790,Unknown Composition,Pharma_20,28,156.03
Sinarest 500mg,Sinarest + Excipients,Pharma_82,12,268.0
Benadryl 500mg,Benadryl + Excipients,Pharma_81,28,317.15
Dextromethorphan Tablet,Dextromethorphan + Excipients,Pharma_30,21,432.15
Ibuprofen Tablet,Ibuprofen + Excipients,Pharma_48,14,220.05
Otrivin Tablet,Otrivin + Excipients,Pharma_88,21,254.21
Amoxicillin 650mg,Amoxicillin + Excipients,Pharma_1,8,243.99
Medicine_5816,Unknown Composition,Pharma_87,11,466.01
Tramadol 500mg,Tramadol + Excipients,Pharma_50,16,167.04
Augmentin Syrup,Augmentin + Excipients,Pharma_24,27,107.3
Cough Syrup Syrup,Cough Syrup + Excipients,Pharma_70,28,176.44
Ibuprofen 500mg,Ibuprofen + Excipients,Pharma_44,1,37.77
Sinarest 650mg,Sinarest + Excipients,Pharma_43,10,70.09
Levocetirizine Tablet,Levocetirizine + Excipients,Pharma_81,3,118.44
Medicine_8075,Unknown Composition,Pharma_35,15,434.78
Medicine_4703,Unknown Composition,Pharma_89,8,378.09
Ambroxol Syrup,Ambroxol + Excipients,Pharma_23,26,106.66
Augmentin Tablet,Augmentin + Excipients,Pharma_65,25,325.6
Otrivin 500mg,Otrivin + Excipients,Pharma_77,16,152.85
Medicine_3705,Unknown Composition,Pharma_69,18,121.36
Cefixime Tablet,Cefixime + Excipients,Pharma_58,22,177.78
Medicine_8629,Unknown Composition,Pharma_84,19,193.87
Medicine_5864,Unknown Composition,Pharma_18,18,207.22
Medicine_4891,Unknown Composition,Pharma_57,12,333.18
Ambroxol Tablet,Ambroxol + Excipients,Pharma_98,15,427.7
Paracetamol Syrup,Paracetamol + Excipients,Pharma_6,27,402.31
Diclofenac 650mg,Diclofenac + Excipients,Pharma_12,20,163.03
Otrivin 650mg,Otrivin + Excipients,Pharma_67,1,335.83
Cough Syrup 650mg,Cough Syrup + Excipients,Pharma_68,2,338.6
Combiflam Tablet,Combiflam + Excipients,Pharma_54,8,247.88
Volini 650mg,Volini + Excipients,Pharma_44,2,40.14
Tramadol Tablet,Tramadol + Excipients,Pharma_14,19,89.26
Medicine_3951,Unknown Composition,Pharma_6,18,168.36
Maxtra Syrup,Maxtra + Excipients,Pharma_33,4,118.43
Combiflam Syrup,Combiflam + Excipients,Pharma_40,28,128.87
Volini Tablet,Volini + Excipients,Pharma_75,4,125.1
Medicine_1018,Unknown Composition,Pharma_89,8,463.18
Levocetirizine Tablet,Levocetirizine + Excipients,Pharma_35,2,401.88
Ambroxol 650mg,Ambroxol + Excipients,Pharma_31,12,342.13
Sumo Syrup,Sumo + Excipients,Pharma_74,7,105.65
Maxtra 650mg,Maxtra + Excipients,Pharma_43,8,319.2
Levocetirizine 500mg,Levocetirizine + Excipients,Pharma_11,23,411.67
Cough Syrup Syrup,Cough Syrup + Excipients,Pharma_42,15,357.38
Medicine_4036,Unknown Composition,Pharma_44,14,215.46
Otrivin Syrup,Otrivin + Excipients,Pharma_80,5,292.97
Medicine_5582,Unknown Composition,Pharma_46,26,162.99
Benadryl Tablet,Benadryl + Excipients,Pharma_98,27,92.79
Medicine_5354,Unknown Composition,Pharma_18,18,176.34
Ascoril Syrup,Ascoril + Excipients,Pharma_7,23,442.97
Ofloxacin 500mg,Ofloxacin + Excipients,Pharma_35,4,402.98
Ibuprofen Syrup,Ibuprofen + Excipients,Pharma_78,25,459.61
Maxtra Syrup,Maxtra + Excipients,Pharma_89,10,492.9
Cefixime Syrup,Cefixime + Excipients,Pharma_36,11,477.68
Otrivin Syrup,Otrivin + Excipients,Pharma_2,27,355.36
Cough Syrup Tablet,Cough Syrup + Excipients,Pharma_41,28,283.89
Ibuprofen 500mg,Ibuprofen + Excipients,Pharma_65,4,89.69
Dextromethorphan Tablet,Dextromethorphan + Excipients,Pharma_23,12,331.21
Cough Syrup 650mg,Cough Syrup + Excipients,Pharma_80,19,480.0
Sumo 500mg,Sumo + Excipients,Pharma_99,8,264.16
Medicine_1718,Unknown Composition,Pharma_82,10,24.58
Azithromycin Syrup,Azithromycin + Excipients,Pharma_32,16,425.57
Volini Tablet,Volini + Excipients,Pharma_63,15,492.78
Benadryl Syrup,Benadryl + Excipients,Pharma_38,10,47.28
Medicine_4511,Unknown Composition,Pharma_93,28,52.33
Ibuprofen Tablet,Ibuprofen + Excipients,Pharma_11,23,20.39
Ambroxol 650mg,Ambroxol + Excipients,Pharma_16,15,11.68
Medicine_6467,Unknown Composition,Pharma_71,29,86.9
Tramadol 650mg,Tramadol + Excipients,Pharma_83,18,52.07
Medicine_4006,Unknown Composition,Pharma_34,26,27.54
Medicine_6125,Unknown Composition,Pharma_26,7,165.81
Diclofenac 500mg,Diclofenac + Excipients,Pharma_41,13,267.34
Amoxicillin Tablet,Amoxicillin + Excipients,Pharma_96,13,56.6
Aceclofenac Syrup,Aceclofenac + Excipients,Pharma_17,25,24.73
Cough Syrup Syrup,Cough Syrup + Excipients,Pharma_78,5,184.09
Tramadol Tablet,Tramadol + Excipients,Pharma_83,4,384.28
Crocin 650mg,Crocin + Excipients,Pharma_75,20,427.63
Paracetamol Tablet,Paracetamol + Excipients,Pharma_44,20,198.75
Dolo 650 650mg,Dolo 650 + Excipients,Pharma_36,7,189.68
Medicine_5697,Unknown Composition,Pharma_29,19,358.56
Paracetamol 500mg,Paracetamol + Excipients,Pharma_57,19,123.4
Sumo Tablet,Sumo + Excipients,Pharma_49,22,471.37
Medicine_1547,Unknown Composition,Pharma_94,15,309.25
